NPCType,NPCTypeID,Model,na6,na7,Country,NpcName,NpcWelcome,QuestStart,QuestEnd
7,477,89,16,8000,1,Assassin Embla,"Don't event try to tempt me, you will fail.",1204,1204
7,478,86,16,8000,1,Pagan Vidarr,Are you doubting my abilities as a spy? Vidarr has nothing to be ashamed of.,1205,1205
7,479,84,16,8000,2,Fighter Vine,Is there something you want?,1209,1209
7,480,79,16,8000,2,Ranger Alfen,Hahaha. I knew you guys were going to be a problem. Let me get to the bottom of this.,1210,1210
7,481,80,16,8000,2,Mage Aesir,I didn't come here to fight. Please just let me go.,1211,1211
7,482,76,16,8000,1,Guardian Fafnir,"Indeed,a warrior from the Arktuis Vill is my follower. What was he doing? Is something wrong?",1206,1206
7,483,75,16,8000,1,Hunter Halphas,Sorry about my disciple being so rude. Thanks for being understanding.,1207,1207
7,484,88,16,8000,1,Oracle Ymir,May Narsiliel be with you always.,1208,1208
7,485,82,16,8000,2,Defender Kyllin,Did you meet my follower?,1212,1212
7,486,81,16,8000,2,Acher Narvi,Did my disciple attack you all? I knew it he was a little bit off.,1213,1213
7,487,85,16,8000,2,Priest Seere,May the Goddess Etain give you power.,1214,1214
7,488,47,16,8000,1,Vodro,"I'm an alchemist, Vodro. Which alchemical process do you want to learn?",1215,1215
7,489,42,16,8000,1,Sabina,I can teach you as much as I know. Just follow me.,1217,1217
7,490,47,16,8000,1,Travous,"Which alchemical practice are you going to learn? If you have no idea, I'll help you choose.",1216,1216
7,491,46,16,8000,2,Beatrice,Do you want to be stronger? Then learn alchemy! You'll not regret it.,1219,1219
7,492,30,16,8000,2,Aileen,"You must learn your basic skills first, and know them as a way of life. You can never over emphasize the importance of the fundamentals.",1218,1218
7,493,30,16,8000,2,Physica,Alchemy is really a practical learning process. Why don't you try and learn it?,1220,1220
7,494,82,16,8000,1,Bornia Straituth,The battle is far from over. Don't let your guard down.,1239,1239
7,495,83,16,8000,1,Loren Garsia,"If you work hard, you too can possess abilities as impressive as mine.",1240,1240
7,496,78,16,8000,1,Tia Wayne,Are you ready for the battle ahead?,1241,1241
7,497,79,16,8000,1,Kenaz Arlisia,I hope you single handedly win this battle for us all.,1242,1242
7,498,77,16,8000,2,Uruzer Olga,"Fight your hardest, and kill many enemies.",1243,1243
7,499,76,16,8000,2,Rolia Clipt,This war is just the beginning.,1244,1244
7,500,88,16,8000,2,Niflheim Blitch,Don't give up until you lay dying on the field of battle.,1245,1245
7,501,89,16,8000,2,Verna Gail,"It's your knowledge, courage and experience that will give you strength on the battlefield.",1246,1246
7,502,23,16,8000,1,Wargamer Ranus,There is no problem with moving people for battle.,1311 | 1312 | 1319,1310 | 1311 | 1318
7,503,41,16,8000,1,Cooker Jude Childs,My cook is the best! Would you like to try some of my jambalaya?,1332 | 1333 | 1334 | 1335,1331 | 1332
7,504,9,16,8000,1,Guard Leader Alpenia,So what brings you here?,1325,1324 | 1327 | 1328 | 1329
7,505,9,16,8000,1,Sandro seon,I'll complete my job even if a problem occurs.,1326 | 1327 | 1328 | 1329,1325 | 1326
7,506,8,16,8000,2,Noa aberun,You are here to steal my knowledge?! Get out of here!,1257 | 1259 | 1260 | 1261 | 1262 | 1263 | 1266 | 1267 | 1268 | 1269 | 1272,1255 | 1256 | 1258 | 1259 | 1260 | 1261 | 1262 | 1265 | 1266 | 1267 | 1268 | 1269 | 1271
7,507,46,16,8000,2,Seturn crowa,"If you have a problem with me, you can step aside?",1271 | 1273 | 1274 | 1275 | 1276 | 1277 | 1279 | 1280 | 1281 | 1282,1270 | 1272 | 1273 | 1274 | 1275 | 1276 | 1278 | 1279 | 1280 | 1281 | 1282
7,508,82,16,8000,1,Crus berwolf,Keep up the intensity it will be rewarding in the end.,1336 | 1338 | 1339 | 1360,1337 | 1342 | 1359
7,509,58,16,8000,1,Rios Demian,{c5}There are my dead bodies...it means there were big battles with monsters.{/c},1337,1336
7,510,65,16,8000,1,Cris selina,"You have seduced my sisters? haha.. Why don't you try to let us fall in love with you using your ""abilities""?",1340 | 1341 | 1342,1338 | 1339 | 1340 | 1341
7,511,71,16,8000,1,Melisa selina,Treasoner! You have betrayed a secret bestowed upon you by a friend.,1355 | 1356 | 1357 | 1358 | 1359,1355 | 1356 | 1357 | 1358 | 1360
7,512,41,16,8000,1,Bill Bluemountain,"Hmm, Something has happened in this place.",1349 | 1350 | 1351 | 1352 | 1353,1349 | 1350 | 1351 | 1352 | 1354
7,513,55,16,8000,1,Daughter's Grave,{c5}This is an old grave...someone has been keeping it up well.{/c},,1348
7,514,15,16,8000,2,Axen,"Be on your guard here, there are treacherous mobs afoot.",1283 | 1284 | 1285 | 1286 | 1287,1283 | 1284 | 1285 | 1286 | 1287
7,515,87,16,8000,2,Berper Yacon,"You aren't big enough to even talk to me, now leave!",1289 | 1290 | 1291 | 1292,1288 | 1289 | 1290 | 1291
7,516,44,16,8000,2,Ruse Merdy,"It is my dream to become the ""King of Adventure""!",1293 | 1294 | 1295 | 1296 | 1297,1293 | 1294 | 1295 | 1296 | 1297
7,517,50,16,8000,2,Pei Johnson,My duty is very important to these lands.,1299 | 1300 | 1301 | 1302 | 1303,1298 | 1299 | 1300 | 1301 | 1302 | 1303
7,518,33,16,8000,2,Optimian Sclera,Honor to the Union of Fury!,1362,1362
7,519,82,16,8000,1,Ruben Reiders,Honor to the Alliance of Light!,1363 | 1364,1363 | 1364
7,520,37,16,8000,2,Deacon Love Child,Our manager is very giving to all!,1365,1365
7,521,44,16,8000,2,Izac Nocton,My father is well respected by everyone.,1366,1366
7,522,18,16,8000,2,Killingterns Nocton,I knew the beauty of light after starting to learn alchemy.,1367,1367
7,523,86,16,8000,2,Kamia Nocton,Even my father blames me for not living a noble life.,1368,1368
7,524,76,16,8000,2,Amurak Noctun,The Noctun family lines run deep with alchemy!,1369,1369
7,525,17,16,8000,2,Catsbai Noctun,It would be an honor to give you my property in hopes to better our nation.,1370,1370
7,526,41,16,8000,1,Ricardo,"If you are to see my master, I will require a gift from you.",1371,1371
7,527,34,16,8000,1,Rupers Nemia,"Father, may I have anyone I want?",1372,1372
7,528,64,16,8000,1,Ratios Nemia,I am worried my brother will be a disgrace to our family name.,1373,1373
7,529,47,16,8000,1,Obli Criport,Alchemy is all powerful.  Is it true the Human Race has learned a high level of alchemy? I don't believe it!,1374,1374
7,530,6,16,8000,1,Samuel Behimode,"I possess the all powerful alchemy, no Elf or Human can look down on me... muahaha!",1375,1375
7,531,12,16,8000,1,Emperis Nemia,What is it you seek?,1376,1376
7,532,112,16,8000,0,Zehar Teorema,...gasp...wheeze...gurgle...gurgle...pfffft,1378 | 1379 | 1380 | 1381 | 1384 | 1385 | 1386 | 1387,1378 | 1379 | 1380 | 1381 | 1384 | 1385 | 1386 | 1387
7,533,52,16,8000,0,Random Dwarf,........,,
7,534,78,16,8000,1,Explorer Kei,If it wasn't for exploring I would have no life at all.,1389 | 1393 | 1394 | 1395 | 1396 | 1397 | 1398,1393 | 1394 | 1395 | 1396 | 1397 | 1398
7,535,86,16,8000,2,Explorer Mondred,Just the thought of unknown lands makes me warm and fuzzy inside.,1400 | 1404 | 1405 | 1406 | 1407 | 1408 | 1409,1404 | 1405 | 1406 | 1407 | 1408 | 1409
7,536,82,16,8000,1,Explorer Gawain,Adventure~! It's guy's stuff like beer. HawHawHaw!!,,
7,537,87,16,8000,2,Explorer Bors,Hello traveler. I'm Bors.,1415 | 1416 | 1417,1415 | 1416 | 1417
7,538,52,16,8000,0,Explorer Percival,I can't imagine my life without a fight.,,
7,539,69,16,8000,1,Sexy Santa Helper,"Hey there! I want to give you a gif, but you have to do something first.",1423,1426
7,540,68,16,8000,2,Sexy Santa Helper,"Hey there! I want to give you a gif, but you have to do something first.",1428,1431
7,541,113,16,8000,0,Santa Troll Youngest  Brother,hm...hm...,1424 | 1429,1423 | 1428
7,542,113,16,8000,0,Santa Troll Second Brother,I don't want to come back!,1425 | 1430,1424 | 1429
7,543,113,16,8000,0,Santa Troll First Brother,I like freedom!,1426 | 1431,1425 | 1430
7,544,100,16,8000,0,Greendieta Cherubim,"You must stop the Seraphim, else it will become the cause of Creendieta's ruin.",1435,1433 | 1434 | 1435
7,545,90,16,8000,0,Vault Jr.,"If anyone wants to sell through the auction, let me do it. I bet I'll give you higher margin.",,
7,546,23,16,8000,0,Vault Guild's Guard,Fighting is not allowed in this Auction!,,
7,547,67,16,8000,0,Vault's Auction House Info,Greetings. I will guide you about the remodeled auction.,1493,
7,548,60,16,8000,0,Vault's Auction House Info,Greetings. I will guide you about the remodeled auction.,1494,1493
7,549,65,16,8000,0,Vault's Auction House Info,Greetings. I will guide you about the remodeled auction.,1495,1494
7,550,61,16,8000,0,Vault's Auction House Info,Greetings. I will guide you about the remodeled auction.,1496,1495 | 1496
7,551,52,16,8000,0,"Harvest Moon Keeper ""S""",,1498,1498
7,552,52,16,8000,0,"Harvest Moon Keeper ""H""",,1499,1499
7,553,52,16,8000,0,"Harvest Moon Keeper ""A""",,1500,1500
7,554,52,16,8000,0,"Harvest Moon Keeper ""I""",,1501,1501
7,555,52,16,8000,0,"Harvest Moon Keeper ""Y""",,1502,1502
7,556,52,16,8000,0,"Harvest Moon Keeper ""A""",,1503,1503
7,557,10,16,8000,1,Anna Magdalen,There are too many peole suffering from a disease in Apulune.,1505,
7,558,17,16,8000,2,Alfred Palaci,Welcome. We prepared the best quality dinner for today.,1506,
7,559,28,16,8000,0,Elena,I've heard I can buy pretty accessories here.,,
7,560,11,16,8000,0,Scat Pat,OH HOLY MOLY! It's expensive! I am going to be broke!,,
7,561,63,16,8000,0,Brit Stefani,There is no special secret to seduce a man. Perfume is good enough.,,
7,562,18,16,8000,0,Edmond Henry,Did you get some new stuff? I need fresh herbs to make potions.,,
7,563,45,16,8000,0,Lorelein,It takes forever to see all the stuff here.,,
7,564,51,16,8000,0,Kathy Beige,"Hey go off, if you don't have things to buy. See? I'm really busy.",,
7,565,18,16,8000,0,Bo the Bartender,Hello there buddy! Grab a sit! What can I do you for?,,
7,566,23,16,8000,0,Vault Guild's Guard,Welcome to the Auction of Vault Guild.,,
7,567,52,16,8000,0,Commander of Events,,1525,1525
7,568,117,16,8000,0,Empty Sled,,,
7,569,118,16,8000,0,Empty Sled,,,
7,570,119,16,8000,0,Empty Sled,,,
7,571,120,16,8000,0,Empty Sled,,,
7,572,0,0,0,0,,,,
7,573,119,16,8000,0,Empty Sled,,1526,1526
7,574,119,16,8000,0,Empty Sled,,1527,1527
7,575,117,16,8000,0,Empty Sled,,1528,1528
7,576,0,0,0,0,,,,
7,577,118,16,8000,0,Empty Sled,,1529,1529
7,578,118,16,8000,0,Empty Sled,,1530,1530
7,579,120,16,8000,0,Empty Sled,,1531,1531
7,580,60,16,8000,0,??? ????,?? ?? ???? ?? ???? ?? ????  ? ?? ?? ?? ? ??? ? ???? ?? ??? ? ?? ??? ??? ???? ???,,
7,581,22,16,8000,0,?? ????,? ???? ?? ??? ??????,,
7,582,0,0,0,0,,,,
7,583,64,16,8000,0,???? ???,??? ??? ???? ? ?? ??? ??? ?? ??.,,
7,584,13,16,8000,0,??? ??,? ??? ??? ???? ?? ????,,
7,585,62,16,8000,0,?? ????,???? ??? ?? ? ?? ??? ????.,,
7,586,48,16,8000,0,?? ???,??? ??? ?? ??? ???? ? ???? ? ????,,
7,587,0,0,0,0,,,,
7,588,100,16,8000,0,Astiz,Hello. I'm Astiz and I'm concerning about the war in Greendieta Cherubim.,1561 | 1562 | 1563 | 1564 | 1565 | 1566 | 1568 | 1569 | 1570 | 1571,1561 | 1562 | 1563 | 1564 | 1565 | 1567 | 1568 | 1569 | 1570 | 1571
7,589,100,16,8000,0,Irsian,Hello. I'm Irsian and I'm concerning about the war in Greendieta Cherubim.,1573 | 1574 | 1575 | 1576 | 1577 | 1578 | 1580 | 1581 | 1582 | 1583,1573 | 1574 | 1575 | 1576 | 1577 | 1579 | 1580 | 1581 | 1582 | 1583
7,590,46,16,8000,0,??? ????,?? ??? ???? ??? ??? ????,,
7,591,12,16,8000,0,??? ??? ??,??? ??? ????? ??? ??? ??? ???,,
7,592,90,16,8000,0,??? ???,?? ??? ??? ??? ???? ??? ? ????,,
7,593,16,16,8000,0,??? ??? ??,??? ??? ??,,
7,594,0,0,0,0,,,,
7,595,0,0,0,0,,,,
7,596,0,0,0,0,,,,
7,597,0,0,0,0,,,,
7,598,0,0,0,0,,,,
7,599,0,0,0,0,,,,
7,600,0,0,0,0,,,,
7,601,0,0,0,0,,,,
7,602,0,0,0,0,,,,
7,603,0,0,0,0,,,,
7,604,0,0,0,0,,,,
7,605,0,0,0,0,,,,
7,606,0,0,0,0,,,,
7,607,0,0,0,0,,,,
7,608,0,0,0,0,,,,
7,609,0,0,0,0,,,,
7,610,0,0,0,0,,,,
7,611,0,0,0,0,,,,
7,612,0,0,0,0,,,,
7,613,0,0,0,0,,,,
7,614,0,0,0,0,,,,
7,615,0,0,0,0,,,,
7,616,0,0,0,0,,,,
7,617,0,0,0,0,,,,
7,618,0,0,0,0,,,,
7,619,0,0,0,0,,,,
7,620,0,0,0,0,,,,
7,621,0,0,0,0,,,,
7,622,0,0,0,0,,,,
7,623,0,0,0,0,,,,
7,624,0,0,0,0,,,,
7,625,0,0,0,0,,,,
7,626,0,0,0,0,,,,
7,627,0,0,0,0,,,,
7,628,0,0,0,0,,,,
7,629,0,0,0,0,,,,
7,630,0,0,0,0,,,,
7,631,0,0,0,0,,,,
7,632,0,0,0,0,,,,
